[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1591987471922 (son520804@98.224.219.152) 18.75ms
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:7936497da9d4416cb65f0e17d8466a89
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.72ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.70ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1591987722801 (son520804@98.224.219.152) 19.58ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1591987722802 (son520804@98.224.219.152) 2.39ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Untitled.ipynb?type=notebook&_=1591987722803 (son520804@98.224.219.152) 150.86ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@98.224.219.152) 1.46ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Untitled.ipynb/checkpoints?_=1591987722804 (son520804@98.224.219.152) 7.70ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=3a859744ab0b4d548a537d0d3a3b8f0c (son520804@98.224.219.152) 2.71ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1591987722805 (son520804@98.224.219.152) 2.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1591987722806 (son520804@98.224.219.152) 2.23ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1591987722807 (son520804@98.224.219.152) 11.31ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/contents/Untitled.ipynb (son520804@98.224.219.152) 42.39ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/sessions/bfac6a74-bca6-4123-9578-12768f058f0a (son520804@98.224.219.152) 1.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/hello_world.ipynb (son520804@98.224.219.152) 270.78ms
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:3a859744ab0b4d548a537d0d3a3b8f0c
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.79ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.86ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1591988296100 (son520804@98.224.219.152) 17.53ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1591988296101 (son520804@98.224.219.152) 2.57ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/hello_world.ipynb?type=notebook&_=1591988296102 (son520804@98.224.219.152) 174.76ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@98.224.219.152) 1.47ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/hello_world.ipynb/checkpoints?_=1591988296103 (son520804@98.224.219.152) 6.61ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1591988296104 (son520804@98.224.219.152) 2.32ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1591988296105 (son520804@98.224.219.152) 2.51ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1591988296106 (son520804@98.224.219.152) 10.31ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=23f36ff263994a0292ddbc4daa13e9df (son520804@98.224.219.152) 2.93ms
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:23f36ff263994a0292ddbc4daa13e9df
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=23f36ff263994a0292ddbc4daa13e9df (son520804@98.224.219.152) 27.90ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:23f36ff263994a0292ddbc4daa13e9df
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90001 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:23f36ff263994a0292ddbc4daa13e9df
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=23f36ff263994a0292ddbc4daa13e9df (son520804@98.224.219.152) 29.24ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:23f36ff263994a0292ddbc4daa13e9df
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:23f36ff263994a0292ddbc4daa13e9df
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=23f36ff263994a0292ddbc4daa13e9df (son520804@98.224.219.152) 26.09ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:23f36ff263994a0292ddbc4daa13e9df
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90001 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:23f36ff263994a0292ddbc4daa13e9df
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=23f36ff263994a0292ddbc4daa13e9df (son520804@98.224.219.152) 28.57ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:23f36ff263994a0292ddbc4daa13e9df
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:23f36ff263994a0292ddbc4daa13e9df
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.79ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 2.28ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1591999709440 (son520804@98.224.219.152) 19.15ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1591999709441 (son520804@98.224.219.152) 2.48ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/hello_world.ipynb?type=notebook&_=1591999709442 (son520804@98.224.219.152) 143.46ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@98.224.219.152) 1.54ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/hello_world.ipynb/checkpoints?_=1591999709443 (son520804@98.224.219.152) 6.79ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1591999709446 (son520804@98.224.219.152) 11.32ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1591999709444 (son520804@98.224.219.152) 9.26ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1591999709445 (son520804@98.224.219.152) 8.42ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 2.46ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/contents/hello_world.ipynb (son520804@98.224.219.152) 31.42ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/sessions/bfac6a74-bca6-4123-9578-12768f058f0a (son520804@98.224.219.152) 1.74ms
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 25.71ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90001 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 32.53ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 2.51ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90000 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 27.67ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 2.69ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90003 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 29.86ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 26.49ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90001 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 31.30ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90002 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 28.74ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 2.67ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90002 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 37.45ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 31.83ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119691 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 40.30ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8f8940a0-34c3-4c61-95b0-58dff3281e36) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/8f8940a0-34c3-4c61-95b0-58dff3281e36/channels?session_id=aef1c01027a44d9b88f0d50b4b8dd8fb (son520804@98.224.219.152) 23.47ms
[SingleUserNotebookApp | INFO] Restoring connection for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90002 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 8f8940a0-34c3-4c61-95b0-58dff3281e36:aef1c01027a44d9b88f0d50b4b8dd8fb
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 1 kernel
[SingleUserNotebookApp | INFO] Kernel shutdown: 8f8940a0-34c3-4c61-95b0-58dff3281e36
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 1.0.0
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@172.16.116.202) 1.73ms
[SingleUserNotebookApp | WARNING] jupyterhub version 0.9.6 != jupyterhub-singleuser version 1.0.0. This could cause failure to authenticate and result in redirect loops!
